album_artist,album_composer,album_title,album_ean,catalog_number,publisher_info,street_date,label,disc_number,track_number,isrc,track_title,track_movement,active,track_artists,track_composer,minutes,seconds,primary_genre,cline_year,cline,pline_year,pline
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,9,US-4BP-06-17009,Black Angels (arr. for string quartet and string orchestra),IV. Devil Music,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,1,42,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,10,US-4BP-06-17010,Black Angels (arr. for string quartet and string orchestra),V. Danse Macabre,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,1,2,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,11,US-4BP-06-17011,Black Angels (arr. for string quartet and string orchestra),VI. Pavana Lachrymas (Der Tod Und Das Madchen),SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,0,54,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,12,US-4BP-06-17012,Black Angels (arr. for string quartet and string orchestra),VII. Black Angels,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,2,23,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,13,US-4BP-06-17013,Black Angels (arr. for string quartet and string orchestra),VIII. Sarabanda De La Muerte Oscura,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,0,59,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,14,US-4BP-06-17014,Black Angels (arr. for string quartet and string orchestra),IX. Lost Bells (echo),SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,1,2,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,15,US-4BP-06-17015,Black Angels (arr. for string quartet and string orchestra),X. God-Music,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,2,37,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,16,US-4BP-06-17016,Black Angels (arr. for string quartet and string orchestra),XI. Ancient Voices,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,0,37,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,17,US-4BP-06-17017,Black Angels (arr. for string quartet and string orchestra),XII. Ancient Voices (echo),SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,0,43,20th Century,2006,Mode ,2006,Mode 
"Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,Black Angels; Makrokosmos III: Music For A Summer Evening,764593017028,MOD-CD-170,CF Peters,10/3/2006,Mode Records,1,18,US-4BP-06-17018,Black Angels (arr. for string quartet and string orchestra),XIII. Night Of The Electric Insects,SR,"Cuarteto Latinoamericano, Members of the Carnegie Mellon Philharmonic; Juan Pablo Izquierdo, conductor",George Crumb,3,4,20th Century,2006,Mode ,2006,Mode 
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,1,1,US-4BP-06-17101,Persephassa,,A,"Red Fish Blue Fish; Steven Schick, conductor",Iannis Xenakis,28,44,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,1,2,US-4BP-06-17102,Psappha,,A,"Steven Schick, percussion",Iannis Xenakis,14,3,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,1,3,US-4BP-06-17103,Dmaathen,,A,"Jacqueline Leclair, oboe; Steven Schick, percussion",Iannis Xenakis,10,58,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,2,1,US-4BP-06-17104,Pleiades, I. Melanges,A,"Red Fish Blue Fish; Steven Schick, conductor",Iannis Xenakis,8,58,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,2,2,US-4BP-06-17105,Pleiades, II. Claviers,A,"Red Fish Blue Fish; Steven Schick, conductor",Iannis Xenakis,10,37,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,2,3,US-4BP-06-17106,Pleiades ,III. Metaux,A,"Red Fish Blue Fish; Steven Schick, conductor",Iannis Xenakis,13,26,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,2,4,US-4BP-06-17107,Pleiades ,IV. Peaux,A,"Red Fish Blue Fish; Steven Schick, conductor",Iannis Xenakis,12,0,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,2,5,US-4BP-06-17108,Komboi,,A,"Aiyun Huang, percussion; Shannon Wettstein, harpsichord",Iannis Xenakis,20,7,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,3,1,US-4BP-06-17109,Kassandra,,A,"Philip Larson, voice; Steven Schick, percussion",Iannis Xenakis,20,48,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,3,2,US-4BP-06-17110,Okho,,A,Red Fish Blue Fish,Iannis Xenakis,13,15,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,3,3,US-4BP-06-17111,Oophaa,,A,"John Mark Harris, harpsichord; Greg Stuart, percussion",Iannis Xenakis,11,50,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,3,4,US-4BP-06-17112,Rebonds - B,,A,"Steven Schick, percussion",Iannis Xenakis,5,25,20th Century,2006,Mode,2006,Mode
Red Fish Blue Fish; Steven Schick,Iannis Xenakis,Xenakis Edition 7 - Complete Percussion Works,764593017127,MOD-CD-171,﻿Editions Salabert,12/5/2006,Mode Records,3,5,US-4BP-06-17113,Rebonds - A,,A,"Steven Schick, percussion",Iannis Xenakis,6,8,20th Century,2006,Mode,2006,Mode
Klangforum Wien String Quartet,Roland Dahinden,Flying White,764593017523,MOD-CD-175,self published,11/7/2006,Mode Records,1,1,US-4BP-06-17501,"String Quartet No. 2 ""Mind Rock""",,A,Klangforum Wien String Quartet,Roland Dahinden,14,9,20th Century,2006,Mode ,2006,Mode 
Klangforum Wien String Quartet,Roland Dahinden,Flying White,764593017523,MOD-CD-175,self published,11/7/2006,Mode Records,1,2,US-4BP-06-17502,"String Quartet No. 4 ""Flying White""",,A,Klangforum Wien String Quartet,Roland Dahinden,12,2,20th Century,2006,Mode ,2006,Mode 
Klangforum Wien String Quartet,Roland Dahinden,Flying White,764593017523,MOD-CD-175,self published,11/7/2006,Mode Records,1,3,US-4BP-06-17503,"String Quartet No. 5 ""Poids de l'ombre'",,A,Klangforum Wien String Quartet,Roland Dahinden,25,1,20th Century,2006,Mode ,2006,Mode 
Klangforum Wien String Quartet,Roland Dahinden,Flying White,764593017523,MOD-CD-175,self published,11/7/2006,Mode Records,1,4,US-4BP-06-17504,"String Quartet No. 3 ""Mond See""",,A,Klangforum Wien String Quartet,Roland Dahinden,14,24,20th Century,2006,Mode ,2006,Mode 
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,1,US-4BP-07-17601,Quattro Pezzi (Su Una Nota Sola) ,1st Movement,A,"Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,2,57,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,2,US-4BP-07-17602,Quattro Pezzi (Su Una Nota Sola) ,2nd Movement,A,"Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,4,49,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,3,US-4BP-07-17603,Quattro Pezzi (Su Una Nota Sola) ,3rd Movement,A,"Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,4,26,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,4,US-4BP-07-17604,Quattro Pezzi (Su Una Nota Sola) ,4th Movement,A,"Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,4,39,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,5,US-4BP-07-17605,Uaxuctum ﻿— The Legend of the Mayan City which they themselves destroyed for religious reasons ,1st Movement,A,"Concentus Vocalis; Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,6,14,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,6,US-4BP-07-17606,Uaxuctum ﻿— The Legend of the Mayan City which they themselves destroyed for religious reasons ,2nd Movement,A,"Concentus Vocalis; Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,3,59,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,7,US-4BP-07-17607,Uaxuctum ﻿— The Legend of the Mayan City which they themselves destroyed for religious reasons ,3rd Movement,A,"Concentus Vocalis; Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,3,43,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,8,US-4BP-07-17608,Uaxuctum ﻿— The Legend of the Mayan City which they themselves destroyed for religious reasons ,4th Movement,A,"Concentus Vocalis; Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,3,13,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,9,US-4BP-07-17609,Uaxuctum ﻿— The Legend of the Mayan City which they themselves destroyed for religious reasons ,5th Movement,A,"Concentus Vocalis; Vienna Radio Symphony Orchestra; Peter Rundel, conductor",Giacinto Scelsi,4,5,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,10,US-4BP-07-17610,La Nascita Del Verbo ,1st Movement,A,"Wiener Kammerchor; Vienna Radio Symphony Orchestra; Johannes Kalitzke, conductor",Giacinto Scelsi,6,34,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,11,US-4BP-07-17611,La Nascita Del Verbo ,2nd Movement,A,"Wiener Kammerchor; Vienna Radio Symphony Orchestra; Johannes Kalitzke, conductor",Giacinto Scelsi,6,0,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,12,US-4BP-07-17612,La Nascita Del Verbo ,3rd Movement,A,"Wiener Kammerchor; Vienna Radio Symphony Orchestra; Johannes Kalitzke, conductor",Giacinto Scelsi,8,9,20th Century,2007,Mode,2007,Mode
Vienna Radio Symphony Orchestra; Peter Rundel; Johannes Kalitzke,Giacinto Scelsi,Scelsi Edition 6 - The Orchestral Works 2,764593017622,MOD-CD-176,Editions Salabert,1/30/2007,Mode Records,1,13,US-4BP-07-17613,La Nascita Del Verbo ,4th Movement,A,"Wiener Kammerchor; Vienna Radio Symphony Orchestra; Johannes Kalitzke, conductor",Giacinto Scelsi,11,15,20th Century,2007,Mode,2007,Mode
Ulrich Krieger; Seth Josel,Gavin Bryars,The Marvellous Aphorisms Of Gavin Bryars: The Early Years,764593017721,MOD-CD-177,Schott,10/23/2007,Mode Records,1,1,US-4BP-07-17701,The Squirrel And The Ricketty-racketty Bridge (1971),,A,"Ulrich Kreiger, saxophones; Seth Josel, guitars",Gavin Bryars,10,58,Avant-garde,2007,Mode ,2007,Mode 
Ulrich Krieger; Seth Josel,Gavin Bryars,The Marvellous Aphorisms Of Gavin Bryars: The Early Years,764593017721,MOD-CD-177,﻿Experimental Music Catalogue,10/23/2007,Mode Records,1,2,US-4BP-07-17702,Pre-mediaeval Metrics (1970),,A,"Ulrich Kreiger, saxophones; Seth Josel, guitars",Gavin Bryars,15,24,Avant-garde,2007,Mode ,2007,Mode 
Ulrich Krieger; Seth Josel,Gavin Bryars,The Marvellous Aphorisms Of Gavin Bryars: The Early Years,764593017721,MOD-CD-177,﻿Experimental Music Catalogue,10/23/2007,Mode Records,1,3,US-4BP-07-17703,Made In Hong Kong (1970),,A,"Ulrich Krieger, toys",Gavin Bryars,10,41,Avant-garde,2007,Mode ,2007,Mode 
Ulrich Krieger; Seth Josel,Gavin Bryars,The Marvellous Aphorisms Of Gavin Bryars: The Early Years,764593017721,MOD-CD-177,﻿Experimental Music Catalogue,10/23/2007,Mode Records,1,4,US-4BP-07-17704,"1,2,1-2-3-4 (1971)",,A,"Ulrich Kreiger, saxophones & percussion; Seth Josel, guitars; Eli Friedmann, electric guitar; Yayoi Ikawa, piano; John Davis, electric bass. Kenny Growhowski, drums",Gavin Bryars,32,50,Avant-garde,2007,Mode ,2007,Mode 
,Alvin Lucier,Ever Present,764593017820,MOD-CD-178,"﻿materialpress.com, BMI",3/27/2007,Mode Records,1,1,US-4BP-07-17801,Piper,,A,"Matt Welch, bagpipe",Alvin Lucier,13,10,20th Century,2007,Mode ,2007,Mode 
,Alvin Lucier,Ever Present,764593017820,MOD-CD-178,"﻿materialpress.com, BMI",3/27/2007,Mode Records,1,2,US-4BP-07-17802,Fan,,A,"Miki Maruta, Ryuko Mizutani, Kayoko Nakagawa, Yoko Nishi, kotos",Alvin Lucier,12,8,20th Century,2007,Mode ,2007,Mode 
,Alvin Lucier,Ever Present,764593017820,MOD-CD-178,"﻿materialpress.com, BMI",3/27/2007,Mode Records,1,3,US-4BP-07-17803,947,,A,"Jacqueline Martelle, flute",Alvin Lucier,7,43,20th Century,2007,Mode ,2007,Mode 
,Alvin Lucier,Ever Present,764593017820,MOD-CD-178,"﻿materialpress.com, BMI",3/27/2007,Mode Records,1,4,US-4BP-07-17804,Silver Streetcar For The Orchestra,,A,"Brian Johnson, triangle",Alvin Lucier,16,40,20th Century,2007,Mode ,2007,Mode 
,Alvin Lucier,Ever Present,764593017820,MOD-CD-178,"﻿materialpress.com, BMI",3/27/2007,Mode Records,1,5,US-4BP-07-17805,Ever Present,,A,"Erik Drescher, flute; Akiko Okabe, piano; Sascha Armbruster, alto saxophone",Alvin Lucier,15,28,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Earle Brown Music Foundation,5/8/2007,Mode Records,1,1,US-4BP-07-17901,Tracer for Ensemble and 4-channel tape (1985),,A,"Ne(x)tworks Ensemble; Christian Wolff, conductor",Earle Brown,13,25,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,2,US-4BP-07-17902,Folio (1952-54) - October 1952,,A,"Stephen Gosling, piano",Earle Brown,0,57,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,3,US-4BP-07-17903,Folio (1952-54) - November 1952,,A,Ne(x)tworks Ensemble,Earle Brown,2,10,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,4,US-4BP-07-17904,Folio (1952-54) - December 1952,,A,"Joan LaBarbara, voice; Ne(x)tworks Ensemble",Earle Brown,2,3,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,5,US-4BP-07-17905,Folio (1952-54) - March mm = 87,,A,"Stephen Gosling, piano; ﻿Aaron Trant, percussion",Earle Brown,0,52,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,6,US-4BP-07-17906,Folio (1952-54) - March mm = 135,,A,"Stephen Gosling, piano; ﻿Aaron Trant, percussion",Earle Brown,0,31,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,8,US-4BP-07-17908,"Folio (1952-54) - ""Trio for Five Dancers"" June 1953",,A,Ne(x)tworks Ensemble,Earle Brown,2,59,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Earle Brown Music Foundation,5/8/2007,Mode Records,1,9,US-4BP-07-17909,Special Events (1999),,A,"﻿Yves Dharamraj, cello; Stephen Gosling, piano",Earle Brown,18,34,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Earle Brown Music Foundation,5/8/2007,Mode Records,1,10,US-4BP-07-17910,Octet I for 8-channel Tape (1953),,A,"Earle Brown, tape",Earle Brown,3,29,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,11,US-4BP-07-17911,"Music For Violin, Cello & Piano (1952)",,A,Ne(x)tworks Ensemble,Earle Brown,3,5,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Earle Brown Music Foundation,5/8/2007,Mode Records,1,14,US-4BP-07-17914,New Piece (1971),,A,"Ne(x)tworks Ensemble; Christian Wolff, conductor",Earle Brown,6,30,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Earle Brown Music Foundation,5/8/2007,Mode Records,1,15,US-4BP-07-17915,For Neil (1975),,A,"Cornelius Duffalo, violin",Earle Brown,2,1,20th Century,2007,Mode ,2007,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,﻿Schirmer,5/8/2007,Mode Records,1,12,US-4BP-07-17912,Four Systems,,A,Ne(x)tworks Ensemble,Earle Brown,4,0,20th Century,2007,Mode ,2009,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,Earle Brown Music Foundation,5/8/2007,Mode Records,1,13,US-4BP-07-17913,String Quartet,,A,Ne(x)tworks Ensemble,Earle Brown,11,40,20th Century,2007,Mode ,2009,Mode 
Ne(x)tworks Ensemble,Earle Brown,Tracer,764593017929,MOD-CD-179,Earle Brown Music Foundation,5/8/2007,Mode Records,1,7,US-4BP-07-17907,Folio (1952-54) - 1953,,A,"Stephen Gosling, piano",Earle Brown,1,55,20th Century,2007,Mode ,2007,Mode 
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,1,US-4BP-07-18001,The Perilous Night (1944),I,A,"Philipp Vandré, prepared piano",John Cage,2,31,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,2,US-4BP-07-18002,The Perilous Night (1944) ,II,A,"Philipp Vandré, prepared piano",John Cage,0,52,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,3,US-4BP-07-18003,The Perilous Night (1944),III,A,"Philipp Vandré, prepared piano",John Cage,3,59,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,4,US-4BP-07-18004,The Perilous Night (1944) ,IV,A,"Philipp Vandré, prepared piano",John Cage,2,22,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,5,US-4BP-07-18005,The Perilous Night (1944) ,V,A,"Philipp Vandré, prepared piano",John Cage,0,37,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,6,US-4BP-07-18006,The Perilous Night (1944) ,VI,A,"Philipp Vandré, prepared piano",John Cage,3,47,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,7,US-4BP-07-18007,Tossed As It Is Untroubled (Meditation) (1943),,A,"Philipp Vandré, prepared piano",John Cage,2,43,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,8,US-4BP-07-18008,A Room (1943),,A,"Philipp Vandré, prepared piano",John Cage,2,57,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,9,US-4BP-07-18009,Primitive (1942),,A,"Philipp Vandré, prepared piano",John Cage,4,13,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,10,US-4BP-07-18010,Bacchanale (1940),,A,"Philipp Vandré, prepared piano",John Cage,9,38,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,11,US-4BP-07-18011,In the Name of the Holocaust (1942),I,A,"Philipp Vandré, prepared piano",John Cage,4,9,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,12,US-4BP-07-18012,In the Name of the Holocaust (1942),II,A,"Philipp Vandré, prepared piano",John Cage,2,14,20th Century,2007,Mode,2007,Mode
Philipp Vandré,John Cage,Cage Edition 37–Complete Short Works for Prepared Piano,764593018025,MOD-CD-180,Henmar Press/CF Peters,8/14/2007,Mode Records,1,13,US-4BP-07-18013,Totem Ancestor (1942),,A,"Philipp Vandré, prepared piano",John Cage,2,11,20th Century,2007,Mode,2007,Mode
